model,threshold,trial,precision,recall,f1,pos_acc,neg_acc,num_initial_seeds,model_name
SentenceTransformer,0.95,2,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,3,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,4,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,5,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,6,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,7,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,8,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,9,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.95,10,0.9565217391304348,0.018399776972400333,0.036105032822757115,0.018399776972400333,0.9999989600387975,10,all-mpnet-base-v2
SentenceTransformer,0.1,1,0.014421782032761196,0.6568162810147756,0.028223850111709425,0.6568162810147756,0.9441859755685381,25,all-mpnet-base-v2
SentenceTransformer,0.1,2,0.013615639248016988,0.6685252299972122,0.026687737885903798,0.6685252299972122,0.9397782733385494,25,all-mpnet-base-v2
SentenceTransformer,0.1,3,0.013855659566560591,0.6651798160022303,0.027145872086739367,0.6651798160022303,0.9411319561704885,25,all-mpnet-base-v2
SentenceTransformer,0.1,4,0.013269141706247913,0.6869250069696125,0.026035365409100755,0.6869250069696125,0.9364826362877823,25,all-mpnet-base-v2
SentenceTransformer,0.1,5,0.014096776282100331,0.6676888764984666,0.027610615388162597,0.6676888764984666,0.9419348062188293,25,all-mpnet-base-v2
